Indicator,S.No.,Parameters,Type,State - All India - Total [(A+B) or (C+D)],State - All India - Public [A],State - All India - Private [B],State - All India - Urban [C],State - All India - Rural [D],State - A & N Islands - Total [(A+B) or (C+D)],State - A & N Islands - Public [A],State - A & N Islands - Private [B],State - A & N Islands - Urban [C],State - A & N Islands - Rural [D],State - Andhra Pradesh - Total [(A+B) or (C+D)],State - Andhra Pradesh - Public [A],State - Andhra Pradesh - Private [B],State - Andhra Pradesh - Urban [C],State - Andhra Pradesh - Rural [D],State - Arunachal Pradesh - Total [(A+B) or (C+D)],State - Arunachal Pradesh - Public [A],State - Arunachal Pradesh - Private [B],State - Arunachal Pradesh - Urban [C],State - Arunachal Pradesh - Rural [D],State - Assam - Total [(A+B) or (C+D)],State - Assam - Public [A],State - Assam - Private [B],State - Assam - Urban [C],State - Assam - Rural [D],State - Bihar - Total [(A+B) or (C+D)],State - Bihar - Public [A],State - Bihar - Private [B],State - Bihar - Urban [C],State - Bihar - Rural [D],State - Chandigarh - Total [(A+B) or (C+D)],State - Chandigarh - Public [A],State - Chandigarh - Private [B],State - Chandigarh - Urban [C],State - Chandigarh - Rural [D],State - Chhattisgarh - Total [(A+B) or (C+D)],State - Chhattisgarh - Public [A],State - Chhattisgarh - Private [B],State - Chhattisgarh - Urban [C],State - Chhattisgarh - Rural [D],State - Dadra & Nagar Haveli - Total [(A+B) or (C+D)],State - Dadra & Nagar Haveli - Public [A],State - Dadra & Nagar Haveli - Private [B],State - Dadra & Nagar Haveli - Urban [C],State - Dadra & Nagar Haveli - Rural [D],State - Daman & Diu - Total [(A+B) or (C+D)],State - Daman & Diu - Public [A],State - Daman & Diu - Private [B],State - Daman & Diu - Urban [C],State - Daman & Diu - Rural [D],State - Delhi - Total [(A+B) or (C+D)],State - Delhi - Public [A],State - Delhi - Private [B],State - Delhi - Urban [C],State - Delhi - Rural [D],State - Goa - Total [(A+B) or (C+D)],State - Goa - Public [A],State - Goa - Private [B],State - Goa - Urban [C],State - Goa - Rural [D],State - Gujarat - Total [(A+B) or (C+D)],State - Gujarat - Public [A],State - Gujarat - Private [B],State - Gujarat - Urban [C],State - Gujarat - Rural [D],State - Haryana - Total [(A+B) or (C+D)],State - Haryana - Public [A],State - Haryana - Private [B],State - Haryana - Urban [C],State - Haryana - Rural [D],State - Himachal Pradesh - Total [(A+B) or (C+D)],State - Himachal Pradesh - Public [A],State - Himachal Pradesh - Private [B],State - Himachal Pradesh - Urban [C],State - Himachal Pradesh - Rural [D],State - Jammu & Kashmir - Total [(A+B) or (C+D)],State - Jammu & Kashmir - Public [A],State - Jammu & Kashmir - Private [B],State - Jammu & Kashmir - Urban [C],State - Jammu & Kashmir - Rural [D],State - Jharkhand - Total [(A+B) or (C+D)],State - Jharkhand - Public [A],State - Jharkhand - Private [B],State - Jharkhand - Urban [C],State - Jharkhand - Rural [D],State - Karnataka - Total [(A+B) or (C+D)],State - Karnataka - Public [A],State - Karnataka - Private [B],State - Karnataka - Urban [C],State - Karnataka - Rural [D],State - Kerala - Total [(A+B) or (C+D)],State - Kerala - Public [A],State - Kerala - Private [B],State - Kerala - Urban [C],State - Kerala - Rural [D],State - Lakshadweep - Total [(A+B) or (C+D)],State - Lakshadweep - Public [A],State - Lakshadweep - Private [B],State - Lakshadweep - Urban [C],State - Lakshadweep - Rural [D],State - M/O Defence - Total [(A+B) or (C+D)],State - M/O Defence - Public [A],State - M/O Defence - Private [B],State - M/O Defence - Urban [C],State - M/O Defence - Rural [D],State - M/O Railways - Total [(A+B) or (C+D)],State - M/O Railways - Public [A],State - M/O Railways - Private [B],State - M/O Railways - Urban [C],State - M/O Railways - Rural [D],State - Madhya Pradesh - Total [(A+B) or (C+D)],State - Madhya Pradesh - Public [A],State - Madhya Pradesh - Private [B],State - Madhya Pradesh - Urban [C],State - Madhya Pradesh - Rural [D],State - Maharashtra - Total [(A+B) or (C+D)],State - Maharashtra - Public [A],State - Maharashtra - Private [B],State - Maharashtra - Urban [C],State - Maharashtra - Rural [D],State - Manipur - Total [(A+B) or (C+D)],State - Manipur - Public [A],State - Manipur - Private [B],State - Manipur - Urban [C],State - Manipur - Rural [D],State - Meghalaya - Total [(A+B) or (C+D)],State - Meghalaya - Public [A],State - Meghalaya - Private [B],State - Meghalaya - Urban [C],State - Meghalaya - Rural [D],State - Mizoram - Total [(A+B) or (C+D)],State - Mizoram - Public [A],State - Mizoram - Private [B],State - Mizoram - Urban [C],State - Mizoram - Rural [D],State - Nagaland - Total [(A+B) or (C+D)],State - Nagaland - Public [A],State - Nagaland - Private [B],State - Nagaland - Urban [C],State - Nagaland - Rural [D],State - Odisha - Total [(A+B) or (C+D)],State - Odisha - Public [A],State - Odisha - Private [B],State - Odisha - Urban [C],State - Odisha - Rural [D],State - Puducherry - Total [(A+B) or (C+D)],State - Puducherry - Public [A],State - Puducherry - Private [B],State - Puducherry - Urban [C],State - Puducherry - Rural [D],State - Punjab - Total [(A+B) or (C+D)],State - Punjab - Public [A],State - Punjab - Private [B],State - Punjab - Urban [C],State - Punjab - Rural [D],State - Rajasthan - Total [(A+B) or (C+D)],State - Rajasthan - Public [A],State - Rajasthan - Private [B],State - Rajasthan - Urban [C],State - Rajasthan - Rural [D],State - Sikkim - Total [(A+B) or (C+D)],State - Sikkim - Public [A],State - Sikkim - Private [B],State - Sikkim - Urban [C],State - Sikkim - Rural [D],State - Tamil Nadu - Total [(A+B) or (C+D)],State - Tamil Nadu - Public [A],State - Tamil Nadu - Private [B],State - Tamil Nadu - Urban [C],State - Tamil Nadu - Rural [D],State - Telangana - Total [(A+B) or (C+D)],State - Telangana - Public [A],State - Telangana - Private [B],State - Telangana - Urban [C],State - Telangana - Rural [D],State - Tripura - Total [(A+B) or (C+D)],State - Tripura - Public [A],State - Tripura - Private [B],State - Tripura - Urban [C],State - Tripura - Rural [D],State - Uttar Pradesh - Total [(A+B) or (C+D)],State - Uttar Pradesh - Public [A],State - Uttar Pradesh - Private [B],State - Uttar Pradesh - Urban [C],State - Uttar Pradesh - Rural [D],State - Uttarakhand - Total [(A+B) or (C+D)],State - Uttarakhand - Public [A],State - Uttarakhand - Private [B],State - Uttarakhand - Urban [C],State - Uttarakhand - Rural [D],State - West Bengal - Total [(A+B) or (C+D)],State - West Bengal - Public [A],State - West Bengal - Private [B],State - West Bengal - Urban [C],State - West Bengal - Rural [D]
M1 [Ante Natal Care (ANC)],'1.1',Total number of pregnant women registered for ANC,TOTAL,2377679,2275820,101859,459460,1918219,414,414,NA,99,315,73042,73042,0,15830,57212,2509,2292,217,67,2442,63312,59833,3479,4195,59117,308215,307039,1176,34890,273325,4342,4342,NA,2212,2130,50863,49365,1498,7403,43460,836,836,NA,204,632,573,573,0,157,416,68788,57627,11161,44389,24399,2443,1824,619,285,2158,120999,120221,778,38374,82625,56711,56711,0,14748,41963,10280,10280,0,46,10234,27970,24420,3550,4916,23054,78178,70668,7510,6346,71832,92770,81809,10961,24906,67864,43631,41122,2509,5478,38153,126,126,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166064,159044,7020,27951,138113,175999,162770,13229,60965,115034,5182,4741,441,247,4935,12025,10318,1707,395,11630,1951,1951,0,640,1311,3504,2458,1046,872,2632,61248,60029,1219,4435,56813,9349,6938,2411,6865,2484,42171,42039,132,10003,32168,156605,149644,6961,33194,123411,832,714,118,97,735,90235,90235,NA,25534,64701,67325,67325,0,23680,43645,5636,5636,NA,396,5240,401164,381304,19860,37866,363298,18872,18102,770,2035,16837,153515,150028,3487,19740,133775
M1 [Ante Natal Care (ANC)],'1.1.1',"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,1711984,1647564,64420,302160,1409824,317,317,NA,84,233,59872,59872,0,10406,49466,911,891,20,15,896,55736,52737,2999,3434,52302,207339,207117,222,22427,184912,2940,2940,NA,2008,932,45529,43650,1879,6637,38892,819,819,NA,204,615,509,509,0,166,343,30949,26287,4662,22310,8639,1399,1052,347,166,1233,103152,102062,1090,31361,71791,41801,41801,0,9056,32745,8842,8842,0,37,8805,18987,17256,1731,2431,16556,49086,43844,5242,3586,45500,74762,67677,7085,17261,57501,36739,35554,1185,3449,33290,119,119,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112936,107764,5172,17743,95193,151034,139332,11702,45765,105269,3146,2865,281,175,2971,4114,3763,351,194,3920,1489,1489,0,485,1004,1047,612,435,361,686,52579,52173,406,3350,49229,2461,1799,662,1618,843,33998,33901,97,7092,26906,109650,105320,4330,19944,89706,664,586,78,46,618,83377,83377,NA,21977,61400,47553,47553,0,14381,33172,3938,3938,NA,234,3704,216663,204042,12621,21296,195367,13028,12563,465,1461,11567,134499,133141,1358,11000,123499
M1 [Ante Natal Care (ANC)],'1.2.1',Number of PW given TT1,TOTAL,1671895,1583393,88502,316930,1354965,328,328,NA,78,250,61153,61153,0,11739,49414,1748,1649,99,56,1692,42233,39343,2890,3410,38823,169356,168908,448,18380,150976,2200,2200,NA,1822,378,39795,38484,1311,5875,33920,616,616,NA,171,445,554,554,0,171,383,23582,20707,2875,17779,5803,984,709,275,171,813,98250,97324,926,31135,67115,41411,40062,1349,10280,31131,7039,7010,29,41,6998,14789,13126,1663,2498,12291,54556,49151,5405,3074,51482,77144,64559,12585,23735,53409,35708,19664,16044,5011,30697,102,102,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122531,117934,4597,20513,102018,121675,108590,13085,38999,82676,3335,3071,264,192,3143,3456,3266,190,147,3309,909,874,35,255,654,1664,1371,293,248,1416,46503,45539,964,3393,43110,1567,1104,463,1082,485,37604,36396,1208,8821,28783,97718,92655,5063,19851,77867,596,585,11,74,522,77172,70687,6485,25721,51451,57499,57499,0,18776,38723,4464,4454,10,278,4186,278532,270739,7793,27869,250663,14923,14300,623,1431,13492,130199,128680,1519,13854,116345
M1 [Ante Natal Care (ANC)],'1.2.2',Number of PW given TT2,TOTAL,1401023,1328109,72914,263751,1137272,199,199,NA,37,162,60033,57263,2770,13730,46303,1286,1208,78,29,1257,34763,32141,2622,3186,31577,139114,138721,393,15488,123626,1520,1520,NA,1297,223,35297,34116,1181,5435,29862,468,468,NA,131,337,477,477,0,153,324,18139,15552,2587,13597,4542,821,602,219,125,696,81049,80407,642,23843,57206,34606,33477,1129,8353,26253,5906,5898,8,43,5863,14341,13457,884,1576,12765,41809,38192,3617,2073,39736,68480,59254,9226,20075,48405,31592,17632,13960,4025,27567,55,55,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103988,99979,4009,17314,86674,103528,92583,10945,30856,72672,2219,2049,170,89,2130,2534,2390,144,103,2431,695,659,36,157,538,991,780,211,169,822,41973,41113,860,3136,38837,1417,1050,367,1003,414,36230,35122,1108,8418,27812,74715,70829,3886,13667,61048,602,597,5,78,524,73852,67307,6545,24750,49102,53755,53755,0,17981,35774,3850,3826,24,243,3607,210255,206641,3614,20413,189842,12537,12115,422,1272,11265,107927,106675,1252,10906,97021
M1 [Ante Natal Care (ANC)],'1.2.3',Number of PW given TT Booster,TOTAL,487746,466916,20830,88332,399414,57,57,NA,13,44,6662,5467,1195,3289,3373,252,232,20,3,249,3599,3383,216,137,3462,109126,108977,149,12848,96278,446,446,NA,402,44,10385,10172,213,1583,8802,241,241,NA,33,208,75,75,0,39,36,3175,2511,664,2763,412,158,119,39,34,124,29464,28966,498,10230,19234,16181,15957,224,3795,12386,2499,2499,0,7,2492,3561,3273,288,432,3129,12982,11061,1921,1608,11374,26589,23368,3221,6403,20186,1714,1084,630,321,1393,17,17,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36535,34519,2016,6357,30178,54194,49121,5073,15623,38571,520,494,26,0,520,1599,1561,38,40,1559,386,382,4,60,326,315,211,104,26,289,4685,4662,23,337,4348,251,74,177,210,41,3033,3019,14,676,2357,51238,49579,1659,6804,44434,65,65,0,5,60,14847,14826,21,2095,12752,6036,6036,0,1883,4153,330,330,NA,5,325,71122,68992,2130,9101,62021,2847,2803,44,290,2557,12560,12337,223,880,11680
M1 [Ante Natal Care (ANC)],'1.2.4',Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,1968758,1906201,62557,375198,1593560,260,260,NA,65,195,70382,68818,1564,15525,54857,1390,1282,108,175,1215,58790,55071,3719,4018,54772,215734,215184,550,26726,189008,2120,2120,NA,1635,485,48505,47377,1128,7105,41400,722,722,NA,147,575,985,985,0,230,755,44011,41514,2497,16133,27878,1717,1347,370,226,1491,109893,109392,501,32435,77458,38252,37912,340,8500,29752,8078,7745,333,38,8040,10238,9661,577,840,9398,61065,59196,1869,2089,58976,99064,91309,7755,20803,78261,40805,33498,7307,4232,36573,117,117,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149762,143490,6272,25974,123788,162722,151917,10805,48394,114328,1987,1877,110,60,1927,4413,3792,621,184,4229,648,648,0,115,533,731,649,82,93,638,50402,49612,790,3132,47270,5715,1022,4693,5199,516,23441,23277,164,7373,16068,98452,94926,3526,22288,76164,541,541,0,16,525,85761,85761,NA,23298,62463,71287,71287,0,29107,42180,3497,3481,16,192,3305,379391,373065,6326,55887,323504,11601,11511,90,1287,10314,106279,105835,444,11677,94602
M1 [Ante Natal Care (ANC)],'1.2.5',Number of PW given 360 Calcium tablets,TOTAL,1469897,1418666,51231,301003,1168894,180,180,NA,49,131,52310,51029,1281,12318,39992,1144,998,146,156,988,49731,46839,2892,3459,46272,153457,152907,550,21397,132060,3036,3036,NA,1818,1218,37504,36370,1134,5629,31875,548,548,NA,147,401,1037,1037,0,249,788,42065,39653,2412,14301,27764,1709,1339,370,226,1483,109258,108763,495,31709,77549,36616,36076,540,7868,28748,7657,7324,333,37,7620,7759,7179,580,829,6930,42830,41054,1776,1494,41336,90309,83451,6858,19731,70578,22080,15366,6714,3234,18846,117,117,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127286,122370,4916,22423,104863,152542,140062,12480,43905,108637,946,840,106,56,890,3368,2711,657,138,3230,526,526,0,121,405,325,265,60,63,262,35298,34646,652,2116,33182,1035,1035,0,504,531,18128,17953,175,6196,11932,86543,84586,1957,20032,66511,566,566,0,33,533,50661,50661,NA,12164,38497,59601,59601,0,23954,35647,1275,1259,16,92,1183,189202,185475,3727,33645,155557,11216,11126,90,1517,9699,72032,71718,314,9393,62639
M1 [Ante Natal Care (ANC)],'1.2.6',Number of PW given one Albendazole tablet after 1st trimester,TOTAL,975816,958970,16846,162414,813402,206,206,NA,57,149,27313,27102,211,4810,22503,401,163,238,0,401,26938,26268,670,1048,25890,73627,73627,0,6998,66629,2026,2026,NA,1596,430,35559,34826,733,5035,30524,536,536,NA,146,390,519,519,0,104,415,14527,14201,326,10622,3905,658,567,91,22,636,96910,96632,278,27987,68923,34704,34254,450,6679,28025,6669,6669,0,29,6640,5257,4906,351,420,4837,21808,21628,180,527,21281,67027,64350,2677,14066,52961,2171,1531,640,388,1783,17,17,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103639,101679,1960,14801,88838,106140,99584,6556,25717,80423,296,271,25,1,295,2118,2118,0,68,2050,421,197,224,278,143,178,178,0,11,167,32843,32808,35,1787,31056,1098,1098,0,689,409,12941,12875,66,3647,9294,63559,63455,104,6451,57108,358,358,0,0,358,48076,48076,NA,11109,36967,21539,21539,0,5851,15688,132,132,NA,0,132,70767,69780,987,7158,63609,1857,1857,0,363,1494,92981,92937,44,3949,89032
M1 [Ante Natal Care (ANC)],'1.2.7',Number of PW received 4 or more ANC check ups,TOTAL,1699494,1629508,69986,291774,1407720,503,503,NA,66,437,68344,65565,2779,13073,55271,687,683,4,15,672,38626,36517,2109,2963,35663,186851,186851,0,19122,167729,2943,2943,NA,1761,1182,45195,43360,1835,7059,38136,549,549,NA,147,402,593,593,0,150,443,34373,31058,3315,11398,22975,1665,1359,306,135,1530,100794,99962,832,29551,71243,34261,34261,0,7607,26654,6439,6383,56,29,6410,22651,22147,504,971,21680,61561,54169,7392,4781,56780,91463,82336,9127,20552,70911,41962,35759,6203,3311,38651,102,102,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118886,113558,5328,21126,97760,156254,145265,10989,43977,112277,2518,2337,181,129,2389,4624,4135,489,249,4375,961,865,96,394,567,623,372,251,191,432,46393,45455,938,3502,42891,4183,4173,10,2600,1583,25935,25901,34,6931,19004,78849,78380,469,15662,63187,462,462,0,49,413,78844,78844,NA,21586,57258,56819,56819,0,23307,33512,3142,3141,1,177,2965,273228,258463,14765,19428,253800,10979,10688,291,1325,9654,97232,95550,1682,8450,88782
M1 [Ante Natal Care (ANC)],'1.2.8',Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,32230,28806,3424,7200,25030,4,4,NA,0,4,817,797,20,233,584,14,14,0,0,14,620,602,18,15,605,1203,1203,0,39,1164,166,166,NA,29,137,858,692,166,165,693,135,135,NA,0,135,0,0,0,0,0,1589,1045,544,631,958,110,110,0,0,110,2198,2150,48,253,1945,651,651,0,6,645,185,185,0,0,185,524,499,25,25,499,502,445,57,32,470,2617,1890,727,696,1921,500,195,305,125,375,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2707,2345,362,565,2142,3914,3066,848,792,3122,8,4,4,0,8,77,38,39,0,77,5,5,0,0,5,3,1,2,2,1,451,383,68,3,448,18,17,1,1,17,419,419,0,102,317,2171,2164,7,1061,1110,0,0,NA,0,0,1634,1634,NA,533,1101,880,880,0,142,738,9,9,NA,0,9,2803,2671,132,211,2592,66,62,4,10,56,4371,4324,47,1529,2842
M1 [Ante Natal Care (ANC)],'1.3.1',New cases of PW with hypertension detected,TOTAL,44580,39602,4978,10430,34150,38,38,NA,1,37,1226,1226,0,415,811,73,68,5,1,72,1539,1307,232,224,1315,2153,2153,0,207,1946,134,134,NA,26,108,1063,943,120,165,898,46,46,NA,0,46,3,3,0,1,2,1626,1404,222,307,1319,95,83,12,6,89,1896,1799,97,372,1524,851,839,12,93,758,146,141,5,0,146,753,683,70,84,669,881,833,48,43,838,3935,2644,1291,1337,2598,1405,566,839,243,1162,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3627,3048,579,1008,2619,3453,2670,783,965,2488,34,23,11,8,26,324,301,23,3,321,99,99,0,2,97,35,28,7,7,28,1051,953,98,78,973,215,215,0,124,91,804,804,0,148,656,2252,1933,319,1421,831,23,23,NA,7,16,3299,3299,NA,825,2474,1494,1477,17,771,723,59,59,NA,2,57,5720,5596,124,371,5349,220,219,1,18,202,4004,3941,63,1147,2857
M1 [Ante Natal Care (ANC)],'1.3.1.a',"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,31717,28426,3291,7968,23749,35,35,NA,1,34,855,855,0,263,592,43,38,5,1,42,1050,832,218,211,839,1232,1201,31,156,1076,130,130,NA,23,107,983,879,104,140,843,46,46,NA,0,46,0,0,0,0,0,1260,1135,125,262,998,87,76,11,5,82,1661,1584,77,470,1191,546,536,10,58,488,118,116,2,0,118,664,625,39,48,616,732,695,37,26,706,2843,2090,753,839,2004,808,322,486,221,587,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671,2261,410,836,1835,2712,2077,635,723,1989,28,18,10,7,21,269,248,21,2,267,7,7,0,0,7,29,22,7,7,22,718,639,79,68,650,200,200,0,110,90,396,396,0,97,299,1687,1557,130,964,723,7,7,NA,0,7,2505,2505,NA,707,1798,980,978,2,534,446,37,37,NA,0,37,3501,3461,40,169,3332,196,196,0,11,185,2678,2619,59,1009,1669
M1 [Ante Natal Care (ANC)],'1.3.2',Number of Eclampsia cases managed during delivery,TOTAL,4693,4308,385,684,4009,0,0,NA,0,0,194,194,0,35,159,4,4,0,0,4,103,100,3,5,98,583,577,6,2,581,7,7,NA,0,7,179,156,23,6,173,3,3,NA,0,3,0,0,0,0,0,94,87,7,9,85,9,9,0,0,9,173,173,0,19,154,51,51,0,0,51,19,17,2,0,19,60,59,1,1,59,106,101,5,2,104,476,310,166,98,378,31,14,17,7,24,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,343,18,55,306,445,353,92,83,362,0,0,0,0,0,22,17,5,0,22,0,0,0,0,0,4,3,1,1,3,227,216,11,1,226,13,13,0,8,5,43,43,0,3,40,241,221,20,132,109,1,1,NA,0,1,277,277,NA,33,244,100,99,1,22,78,42,42,NA,0,42,205,198,7,3,202,12,12,0,0,12,608,608,0,159,449
M1 [Ante Natal Care (ANC)],'1.4.1',Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,1804272,1745562,58710,300000,1504272,790,790,NA,147,643,65660,65069,591,6695,58965,751,654,97,21,730,42463,41057,1406,1971,40492,142854,142854,0,14223,128631,2827,2827,NA,1684,1143,51965,50787,1178,6863,45102,558,558,NA,168,390,501,501,0,213,288,20471,18672,1799,9701,10770,1952,1659,293,277,1675,113158,112346,812,31675,81483,31988,31988,0,6132,25856,7242,7236,6,20,7222,18986,17521,1465,2094,16892,62595,56235,6360,4308,58287,91513,84156,7357,18836,72677,14023,8845,5178,858,13165,141,141,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138971,133938,5033,24474,114497,157496,146707,10789,38496,119000,754,605,149,60,694,2918,2844,74,76,2842,528,528,0,208,320,171,108,63,63,108,44818,44374,444,3378,41440,806,796,10,450,356,27998,27998,0,7274,20724,56604,56306,298,9119,47485,290,290,NA,0,290,219149,219149,NA,61286,157863,69247,69112,135,24067,45180,2471,2471,NA,111,2360,296457,281611,14846,18835,277622,9896,9688,208,1857,8039,105260,105141,119,4360,100900
M1 [Ante Natal Care (ANC)],'1.4.2',Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,1643464,1607549,35915,294949,1348515,570,570,NA,97,473,41360,41293,67,2889,38471,729,698,31,21,708,42847,40930,1917,1695,41152,97494,97348,146,11217,86277,1474,1474,NA,782,692,41568,41247,321,3714,37854,425,425,NA,86,339,283,283,0,74,209,29358,27289,2069,17900,11458,620,575,45,35,585,77953,77210,743,14715,63238,47293,47287,6,9710,37583,9550,9486,64,19,9531,19977,19114,863,1319,18658,42637,40136,2501,1572,41065,86853,79672,7181,18845,68008,9021,5656,3365,728,8293,96,96,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118804,114102,4702,21354,97450,144919,138123,6796,37408,107511,738,570,168,86,652,7028,6685,343,195,6833,1112,1112,0,193,919,671,628,43,33,638,36842,36566,276,2191,34651,2611,2608,3,1723,888,36859,36859,0,8514,28345,119653,118139,1514,21693,97960,182,182,NA,8,174,253996,253996,NA,71265,182731,59955,59850,105,18100,41855,2602,2602,NA,201,2401,213432,211571,1861,12714,200718,13233,13223,10,2885,10348,80719,79944,775,10968,69751
M1 [Ante Natal Care (ANC)],'1.4.3',Number of PW having Hb level<7 (tested cases),TOTAL,80034,75818,4216,13560,66474,15,15,NA,2,13,1026,1021,5,205,821,27,27,0,0,27,1840,1711,129,67,1773,4719,4597,122,471,4248,64,64,NA,50,14,1297,1215,82,131,1166,27,27,NA,0,27,1,1,0,1,0,1789,1505,284,710,1079,15,14,1,0,15,6869,6776,93,654,6215,2975,2969,6,271,2704,85,79,6,0,85,4067,4025,42,60,4007,1302,1124,178,42,1260,4520,4022,498,766,3754,388,184,204,12,376,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8412,7829,583,1673,6739,7418,6591,827,1826,5592,8,5,3,1,7,398,302,96,2,396,26,26,0,1,25,14,5,9,9,5,1181,1016,165,51,1130,194,160,34,184,10,1238,1233,5,257,981,4358,3981,377,1640,2718,3,3,NA,0,3,5741,5741,NA,1200,4541,4802,4780,22,1986,2816,88,88,NA,5,83,13941,13525,416,740,13201,264,263,1,104,160,919,891,28,439,480
M1 [Ante Natal Care (ANC)],'1.4.4',Number of PW having severe anaemia (Hb<7) treated,TOTAL,50364,46592,3772,9569,40795,15,15,NA,2,13,1098,1093,5,495,603,22,22,0,0,22,687,615,72,20,667,1463,1341,122,233,1230,53,53,NA,39,14,1186,1114,72,109,1077,27,27,NA,0,27,0,0,0,0,0,1007,902,105,206,801,13,12,1,0,13,6943,6456,487,795,6148,2133,2062,71,222,1911,52,48,4,0,52,3016,2979,37,48,2968,892,730,162,27,865,2462,2158,304,502,1960,282,130,152,11,271,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5054,4504,550,1376,3678,6880,6088,792,1598,5282,6,5,1,0,6,251,229,22,2,249,13,13,0,1,12,13,4,9,9,4,1025,913,112,49,976,179,148,31,177,2,826,821,5,136,690,3412,3215,197,1447,1965,0,0,NA,0,0,2006,2006,NA,609,1397,1570,1555,15,528,1042,75,75,NA,1,74,6790,6378,412,440,6350,182,182,0,104,78,729,697,32,383,346
M1 [Ante Natal Care (ANC)],'1.5.1',Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,366065,341528,24537,83558,282507,363,363,NA,37,326,2846,2846,0,304,2542,864,767,97,7,857,2008,1924,84,156,1852,5183,5183,0,450,4733,1302,1302,NA,927,375,10361,9248,1113,1824,8537,96,96,NA,0,96,298,298,0,111,187,18611,17483,1128,7888,10723,1768,1430,338,285,1483,10415,9514,901,3387,7028,10727,10671,56,2795,7932,6002,5990,12,0,6002,4598,4391,207,339,4259,6150,6094,56,455,5695,27425,20977,6448,8492,18933,11790,7155,4635,1842,9948,108,108,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575,1189,386,768,807,19454,12242,7212,7540,11914,455,421,34,6,449,755,395,360,0,755,274,249,25,47,227,0,0,0,0,0,7395,7191,204,330,7065,609,592,17,441,168,1466,1438,28,496,970,18407,18069,338,5364,13043,16,16,NA,NA,16,120946,120946,NA,27488,93458,4916,4896,20,2036,2880,23,23,NA,0,23,39746,39410,336,2844,36902,430,426,4,0,430,28683,28185,498,6899,21784
M1 [Ante Natal Care (ANC)],'1.5.2',Number of PW tested positive for GDM,TOTAL,11149,9721,1428,2408,8741,14,14,NA,0,14,166,166,0,2,164,5,5,0,0,5,475,466,9,1,474,789,789,0,0,789,57,57,NA,39,18,300,254,46,131,169,4,4,NA,0,4,0,0,0,0,0,1089,942,147,394,695,101,88,13,4,97,212,209,3,21,191,268,268,0,17,251,107,103,4,0,107,130,121,9,10,120,231,227,4,3,228,887,537,350,293,594,1042,576,466,190,852,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,728,2,14,716,442,245,197,144,298,2,2,0,0,2,47,26,21,0,47,9,9,0,1,8,0,0,0,0,0,86,40,46,15,71,129,129,0,94,35,24,24,0,5,19,122,122,0,121,1,0,0,NA,NA,0,2118,2118,NA,584,1534,27,27,0,9,18,1,1,NA,0,1,1202,1192,10,57,1145,1,1,0,0,1,325,224,101,259,66
